id,age,gender,current_country,highest_education_level,current_role,company_size,workplace_uses_machine_learning,yearly_salary,money_spent_on_ml,primary_analyzing_tool,time_coding,time_using_ml_methods
147,30-34,Male,Ireland,Masters degree,Data Scientist,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"30,000-39,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
148,22-24,Male,Russia,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
149,18-21,Male,India,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
150,55-59,Male,France,Masters degree,Research Scientist,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"125,000-149,999","1000-9,999",Other,3-5 years,1-2 years
151,30-34,Male,Singapore,,,,,,,,,
152,25-29,Male,India,Masters degree,Business Analyst,0-49 employees,We are exploring ML methods (and may one day put a model into production),0-999,ene-99,Other,3-5 years,< 1 years
153,35-39,Male,Portugal,Masters degree,Software Engineer,250-999 employees,We are exploring ML methods (and may one day put a model into production),"20,000-24,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1-2 years
154,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Bachelors degree,Software Engineer,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"30,000-39,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1-2 years
155,22-24,Male,India,Masters degree,Data Scientist,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"10,000-14,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
156,45-49,Female,United States of America,Masters degree,Statistician,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"200,000-249,999","> 100,000","Local development environments (RStudio, JupyterLab, etc.)",10-20 years,< 1 years
157,22-24,Male,Pakistan,Bachelors degree,Data Scientist,1000-9999 employees,We use ML methods for generating insights (but do not put working models into production),"7,500-9,999",ene-99,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1-2 years
158,30-34,Male,United States of America,I prefer not to answer,Data Analyst,250-999 employees,We have well established ML methods (i.e. models in production for more than 2 years),"50,000-59,999",ene-99,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,< 1 years
159,40-44,Male,Brazil,Professional degree,Statistician,> 10000 employees,We are exploring ML methods (and may one day put a model into production),"30,000-39,999",0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,2-3 years
160,35-39,Male,Israel,Bachelors degree,Other,50-249 employees,We have well established ML methods (i.e. models in production for more than 2 years),"125,000-149,999","> 100,000",Other,10-20 years,10-15 years
161,35-39,Male,Russia,Bachelors degree,Software Engineer,0-49 employees,No (we do not use ML methods),"30,000-39,999",100-999,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
162,30-34,Male,Nigeria,Bachelors degree,Research Scientist,1000-9999 employees,No (we do not use ML methods),"5,000-7,499",ene-99,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
163,35-39,Female,India,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,1-2 years
164,18-21,Male,India,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
165,18-21,Male,India,Bachelors degree,Data Scientist,1000-9999 employees,We have well established ML methods (i.e. models in production for more than 2 years),"10,000-14,999","1000-9,999",Other,3-5 years,3-4 years
166,25-29,Male,Japan,Bachelors degree,Software Engineer,1000-9999 employees,No (we do not use ML methods),"3,000-3,999",0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
167,35-39,Male,United States of America,Masters degree,Data Scientist,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"125,000-149,999","10,000-99,999","Advanced statistical software (SPSS, SAS, etc.)",5-10 years,5-10 years
168,35-39,Male,Other,Masters degree,Data Scientist,250-999 employees,We have well established ML methods (i.e. models in production for more than 2 years),"125,000-149,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",5-10 years,5-10 years
169,35-39,Male,Italy,Doctoral degree,Other,250-999 employees,We use ML methods for generating insights (but do not put working models into production),"125,000-149,999","1000-9,999","Advanced statistical software (SPSS, SAS, etc.)",10-20 years,2-3 years
170,30-34,Female,Italy,Masters degree,Data Scientist,> 10000 employees,We are exploring ML methods (and may one day put a model into production),"40,000-49,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,4-5 years
171,18-21,Female,India,Bachelors degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,1-2 years
172,18-21,Male,India,Bachelors degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1-2 years,< 1 years
173,25-29,Male,France,Masters degree,Data Scientist,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),"60,000-69,999","10,000-99,999","Local development environments (RStudio, JupyterLab, etc.)",3-5 years,3-4 years
174,18-21,Male,India,Masters degree,Student,,,,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",< 1 years,< 1 years
175,30-34,Male,Ukraine,Bachelors degree,Software Engineer,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),"30,000-39,999",0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,2-3 years
176,22-24,Male,India,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
177,25-29,Male,India,Masters degree,Data Scientist,250-999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"1,000-1,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
178,25-29,Male,Japan,Masters degree,Data Scientist,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),"5,000-7,499",100-999,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
179,45-49,Male,Italy,No formal education past high school,Not employed,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
180,35-39,Male,Russia,Professional degree,Product/Project Manager,50-249 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"40,000-49,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,4-5 years
181,35-39,Female,Taiwan,Masters degree,Product/Project Manager,50-249 employees,No (we do not use ML methods),0-999,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
182,22-24,Female,United States of America,Bachelors degree,Data Scientist,250-999 employees,We use ML methods for generating insights (but do not put working models into production),"70,000-79,999",0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1-2 years
183,70+,Male,Other,Doctoral degree,Research Scientist,0-49 employees,I do not know,0-999,0,Other,3-5 years,10-15 years
184,22-24,Female,India,I prefer not to answer,Software Engineer,0-49 employees,I do not know,"1,000-1,999",ene-99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
185,45-49,Male,Other,Doctoral degree,Research Scientist,250-999 employees,We have well established ML methods (i.e. models in production for more than 2 years),"90,000-99,999","10,000-99,999","Local development environments (RStudio, JupyterLab, etc.)",20+ years,10-15 years
186,30-34,Male,Egypt,Masters degree,Data Scientist,0-49 employees,No (we do not use ML methods),0-999,ene-99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1-2 years,1-2 years
187,25-29,Male,Brazil,Masters degree,Software Engineer,50-249 employees,We are exploring ML methods (and may one day put a model into production),"20,000-24,999",ene-99,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,< 1 years
188,22-24,Male,Brazil,Bachelors degree,Data Scientist,250-999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"20,000-24,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
189,30-34,Male,Russia,Doctoral degree,Data Scientist,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),"70,000-79,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",5-10 years,5-10 years
190,40-44,Male,United States of America,Masters degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"125,000-149,999","10,000-99,999","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",20+ years,2-3 years
191,35-39,Male,India,Masters degree,Software Engineer,> 10000 employees,I do not know,"15,000-19,999","1000-9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",I have never written code,
192,50-54,Female,Brazil,Doctoral degree,Product/Project Manager,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),"5,000-7,499","10,000-99,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",20+ years,4-5 years
193,22-24,Female,Other,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
194,25-29,Female,Ukraine,Bachelors degree,Software Engineer,50-249 employees,We recently started using ML methods (i.e. models in production for less than 2 years),0-999,ene-99,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
195,30-34,Male,Brazil,No formal education past high school,Student,,,,,Other,< 1 years,< 1 years
196,18-21,Male,India,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
197,22-24,Male,Bangladesh,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
198,25-29,Female,United States of America,Masters degree,Data Scientist,250-999 employees,We use ML methods for generating insights (but do not put working models into production),"125,000-149,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",5-10 years,2-3 years
199,25-29,Male,Morocco,Doctoral degree,Statistician,> 10000 employees,I do not know,0-999,100-999,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,4-5 years
200,25-29,Male,Canada,Masters degree,Data Scientist,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),"40,000-49,999",0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,2-3 years
201,30-34,Female,United States of America,Doctoral degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
202,25-29,Female,Canada,Masters degree,Data Scientist,250-999 employees,We use ML methods for generating insights (but do not put working models into production),"70,000-79,999",0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3-5 years,4-5 years
203,22-24,Male,United States of America,Masters degree,Business Analyst,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"60,000-69,999",ene-99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
204,25-29,Female,United States of America,Doctoral degree,Student,,,,,Other,3-5 years,1-2 years
205,25-29,Male,Brazil,Bachelors degree,Other,1000-9999 employees,No (we do not use ML methods),"10,000-14,999",ene-99,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
